RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.2012878,38.0,0.0,0.4,1994.0,8.0,0.0,2.0,0.0,2.2,0.279
0.0,57.0,0.0,9.2,9182.5,10.0,7.0,2.0,3.0,3.0,0.992
0.0802674,48.0,3.0,0.3,14278.7,14.0,10.0,2.0,5.0,0.0,1.0
0.0111781,46.0,1.0,9.2,6590.2,9.0,9.0,0.0,4.0,1.1,0.998
0.0,59.0,0.0,0.0,2201.2,1.0,0.0,0.0,0.0,0.0,0.104
0.0,31.0,0.0,0.0,6381.5,7.0,0.0,0.0,0.0,4.8,0.195
0.0659429,68.0,10.0,1999.1,5027.1,16.0,15.0,2.0,9.0,0.0,1.0
0.0058863,28.0,0.0,0.0,504.2,2.0,0.0,0.0,0.0,0.0,0.161
0.0,52.0,0.0,0.0,14080.3,6.0,0.0,0.0,0.0,0.6,0.121
0.0,48.0,0.0,825.2,5918.1,8.0,0.0,0.0,0.0,4.9,0.145
0.0,46.0,0.0,2220.4,6058.8,6.0,0.0,2.0,0.0,0.5,0.108
0.0,32.0,0.0,9.2,4344.2,4.0,4.0,0.0,0.0,0.0,0.905
0.019968,57.0,0.0,1571.9,6447.2,10.0,4.0,2.0,0.0,0.0,0.895
0.0,51.0,0.0,1793.9,4486.3,7.0,0.0,1.0,0.0,0.0,0.107
0.9673404,54.0,2.0,0.0,5609.9,0.0,11.0,0.0,5.0,0.0,1.0
0.1263003,62.0,1.0,9.2,7758.3,6.0,10.0,0.0,4.0,0.0,0.999
0.0,39.0,0.0,9.7,707.8,8.0,0.0,0.0,0.0,0.0,0.166
0.2660481,43.0,1.0,1808.0,6700.0,3.0,10.0,1.0,4.0,0.0,0.999
0.1107216,41.0,0.0,9.2,9236.8,10.0,0.0,2.0,0.0,0.0,0.2
0.0,33.0,0.0,0.0,10101.8,2.0,0.0,0.0,0.0,0.0,0.135
0.0375537,43.0,0.0,9.2,3356.1,9.0,6.0,0.0,1.0,4.0,0.971
0.2200563,47.0,9.0,9.2,3985.8,3.0,15.0,0.0,8.0,4.0,1.0
0.0243291,42.0,11.0,9.2,670.1,6.0,16.0,1.0,10.0,0.0,1.0
0.5802593,54.0,0.0,0.1,5154.2,16.0,6.0,0.0,2.0,0.0,0.984
0.4875687,63.0,0.0,16.6,6114.4,12.0,0.0,1.0,0.0,1.3,0.299
0.0247974,68.0,7.0,9.2,3681.5,3.0,14.0,0.0,7.0,0.0,1.0
0.1934741,32.0,0.0,0.0,2495.9,7.0,0.0,0.0,0.0,2.9,0.267
0.2667012,40.0,0.0,9.2,2278.9,13.0,6.0,0.0,2.0,4.0,0.984
0.0,64.0,0.0,9.2,1960.6,4.0,7.0,0.0,2.0,1.0,0.987
0.0,48.0,0.0,15.3,3104.8,2.0,0.0,0.0,0.0,0.0,0.121
0.0602016,71.0,0.0,9.2,11111.1,16.0,4.0,1.0,0.0,0.0,0.869
0.306627,71.0,3.0,9.2,6029.0,12.0,10.0,3.0,5.0,0.0,1.0
0.1993776,45.0,2.0,9.2,7353.2,16.0,8.0,2.0,4.0,4.0,0.998
0.0,67.0,2.0,1998.1,4601.7,4.0,10.0,1.0,5.0,0.0,1.0
0.2007204,33.0,0.0,8.5,3632.0,5.0,0.0,1.0,0.0,1.7,0.244
0.0926072,59.0,0.0,9.2,7209.8,7.0,0.0,1.0,0.0,2.1,0.145
0.0705237,57.0,0.0,0.0,5545.0,6.0,0.0,0.0,0.0,1.6,0.134
0.0,101.0,0.0,1.0,9006.3,41.0,0.0,0.0,0.0,0.0,0.233
0.0,41.0,12.0,9.2,3471.0,2.0,17.0,0.0,10.0,0.8,1.0
0.2223791,76.0,2.0,9.2,5445.1,15.0,10.0,0.0,5.0,0.0,0.999
2.2653201,53.0,8.0,2933.3,2605.3,12.0,11.0,2.0,7.0,3.3,1.0
0.1021743,25.0,0.0,86.0,5836.2,1.0,0.0,0.0,0.0,0.0,0.169
0.0268828,62.0,0.0,17.2,5620.8,6.0,0.0,2.0,0.0,0.0,0.13
0.0,37.0,0.0,8.4,3327.9,5.0,0.0,2.0,0.0,2.6,0.177
4.1340561,47.0,10.0,9.2,1606.8,5.0,15.0,0.0,9.0,1.1,1.0
0.1056937,66.0,1.0,9.2,11908.1,10.0,9.0,1.0,4.0,0.0,0.998
0.0,38.0,0.0,0.0,10713.8,0.0,0.0,0.0,0.0,4.6,0.135
0.0,43.0,0.0,0.0,2210.2,7.0,0.0,1.0,0.0,1.7,0.163
0.0,53.0,4.0,9.2,1466.4,4.0,11.0,0.0,6.0,0.0,1.0
0.2236052,63.0,5.0,722.9,1591.3,3.0,12.0,0.0,6.0,0.0,1.0
0.0632049,53.0,0.0,0.3,7789.1,6.0,0.0,2.0,0.0,0.0,0.145
0.0,61.0,0.0,471.1,3478.6,8.0,0.0,0.0,0.0,0.6,0.119
0.1697443,40.0,0.0,661.3,8057.9,4.0,0.0,0.0,0.0,3.7,0.159
0.0,54.0,0.0,0.3,9450.8,13.0,0.0,2.0,0.0,1.7,0.173
0.0,59.0,0.0,0.0,12565.2,10.0,0.0,2.0,0.0,0.6,0.142
0.0,33.0,0.0,0.0,6806.6,0.0,0.0,0.0,0.0,0.7,0.134
0.4844004,85.0,2.0,9.2,1852.7,15.0,9.0,2.0,4.0,0.0,0.999
0.0276424,64.0,8.0,9.2,3836.0,11.0,13.0,0.0,7.0,0.0,1.0
0.0096392,31.0,0.0,9.2,558.5,1.0,0.0,0.0,0.0,0.5,0.152
0.0,48.0,0.0,0.0,4336.0,8.0,0.0,3.0,0.0,1.9,0.172
0.5054625,25.0,8.0,9.2,2730.2,11.0,14.0,0.0,8.0,1.0,1.0
0.1496521,23.0,0.0,0.0,1207.8,0.0,0.0,0.0,0.0,0.0,0.211
0.4926834,35.0,1.0,9.2,9552.3,6.0,9.0,1.0,4.0,1.0,0.999
0.2165543,70.0,0.0,0.1,4096.6,19.0,0.0,2.0,0.0,0.0,0.263
0.0051026,51.0,3.0,9.2,8356.2,8.0,10.0,1.0,5.0,3.0,1.0
0.349469,70.0,7.0,9.2,272.1,7.0,14.0,0.0,7.0,0.0,1.0
0.7913353,74.0,3.0,9.2,2233.8,17.0,9.0,0.0,5.0,0.0,1.0
0.3284852,68.0,0.0,9.2,3712.0,8.0,4.0,0.0,0.0,0.0,0.897
0.4995053,79.0,0.0,9.2,6153.8,12.0,3.0,1.0,0.0,0.0,0.849
0.0,42.0,0.0,1263.9,6574.9,8.0,7.0,1.0,3.0,0.8,0.993
0.2416575,56.0,0.0,9.5,3156.1,18.0,8.0,0.0,3.0,0.0,0.995
0.1177148,38.0,0.0,0.0,8227.4,2.0,0.0,2.0,0.0,3.0,0.173
0.0,33.0,0.0,0.0,6001.0,1.0,0.0,0.0,0.0,0.0,0.138
0.0328221,51.0,0.0,0.2,2588.0,7.0,0.0,0.0,0.0,1.8,0.146
0.1841648,62.0,0.0,0.1,15940.9,10.0,7.0,1.0,3.0,0.0,0.992
0.3789256,56.0,0.0,10.7,2593.5,9.0,0.0,2.0,0.0,2.2,0.287
0.1904743,38.0,0.0,0.0,7122.1,12.0,5.0,0.0,2.0,1.0,0.974
0.3094046,37.0,0.0,9.2,512.8,6.0,8.0,0.0,3.0,0.0,0.996
0.0,46.0,0.0,0.0,8731.5,8.0,0.0,1.0,0.0,0.7,0.15
0.0200015,31.0,6.0,1593.8,4752.9,6.0,13.0,1.0,7.0,0.0,1.0
0.0772467,63.0,0.0,9.5,16367.7,11.0,0.0,1.0,0.0,1.0,0.143
0.0,27.0,0.0,41.5,5277.9,2.0,8.0,0.0,3.0,0.0,0.996
0.0,35.0,0.0,0.4,2815.2,6.0,0.0,1.0,0.0,2.3,0.178
0.0121715,68.0,0.0,14.4,3825.1,9.0,0.0,0.0,0.0,1.0,0.127
0.0596656,55.0,1.0,1567.3,658.3,13.0,9.0,1.0,4.0,0.0,0.999
0.2309417,54.0,4.0,9.2,4617.8,6.0,11.0,1.0,5.0,1.9,1.0
0.0,34.0,0.0,9.2,0.0,3.0,0.0,0.0,0.0,0.0,0.153
0.1101955,62.0,0.0,9.2,13574.2,4.0,3.0,2.0,0.0,1.0,0.84
0.0,55.0,0.0,0.3,10617.6,9.0,0.0,2.0,0.0,1.4,0.148
0.8701439,45.0,0.0,2907.3,2911.9,12.0,2.0,1.0,0.0,1.8,0.859
0.0,32.0,0.0,0.0,7818.0,0.0,0.0,0.0,0.0,0.0,0.133
0.544299,74.0,10.0,9.2,5984.1,6.0,16.0,0.0,9.0,0.0,1.0
0.0276632,54.0,0.0,9.2,2270.6,8.0,2.0,1.0,0.0,0.0,0.786
0.0,34.0,1.0,419.8,7310.4,4.0,6.0,0.0,1.0,3.0,0.978
0.0,37.0,1.0,9.2,7525.2,7.0,9.0,2.0,4.0,2.0,0.999
0.3659724,56.0,0.0,17.4,9048.3,5.0,0.0,1.0,0.0,1.1,0.178
0.0,39.0,0.0,0.0,3134.4,0.0,0.0,0.0,0.0,0.0,0.129
0.0116223,50.0,0.0,0.0,4590.9,7.0,0.0,3.0,0.0,0.0,0.159
0.624355,45.0,0.0,0.0,51349.3,6.0,0.0,1.0,0.0,3.0,0.192
0.0,40.0,0.0,0.0,8249.4,9.0,0.0,2.0,0.0,0.0,0.172
0.0761909,77.0,0.0,15.7,6643.7,17.0,0.0,2.0,0.0,0.0,0.171
0.2584477,76.0,6.0,9.2,5058.3,24.0,12.0,0.0,6.0,0.0,1.0
0.0,56.0,0.0,9.2,8954.8,11.0,4.0,1.0,1.0,0.0,0.926
0.0,33.0,9.0,9.2,10971.4,11.0,14.0,3.0,8.0,1.0,1.0
0.0670239,42.0,0.0,9.6,7395.3,14.0,0.0,1.0,0.0,0.0,0.217
0.4991088,53.0,3.0,9.2,3721.7,6.0,11.0,0.0,5.0,1.0,1.0
0.0120999,56.0,0.0,0.1,14284.8,15.0,8.0,2.0,3.0,0.0,0.994
0.0257797,29.0,0.0,0.0,4602.7,12.0,0.0,0.0,0.0,0.0,0.235
0.0678479,41.0,2.0,9.3,9245.3,16.0,9.0,6.0,4.0,3.0,0.999
0.0333601,56.0,5.0,9.2,8061.3,3.0,12.0,0.0,6.0,1.0,1.0
0.0375392,49.0,0.0,9.5,3470.1,13.0,0.0,0.0,0.0,3.1,0.195
0.3405846,61.0,3.0,9.2,8055.1,17.0,9.0,2.0,5.0,1.0,0.999
0.1077709,76.0,7.0,9.2,5271.1,7.0,14.0,1.0,7.0,0.0,1.0
0.0,43.0,0.0,0.5,6885.3,21.0,0.0,0.0,0.0,0.2,0.259
0.4137786,43.0,0.0,8.9,12834.8,4.0,0.0,1.0,0.0,3.2,0.236
0.0288343,48.0,5.0,9.3,9936.5,11.0,10.0,8.0,5.0,3.0,1.0
0.0965029,50.0,0.0,9.2,5610.6,17.0,0.0,2.0,0.0,0.0,0.251
0.0802114,43.0,3.0,9.7,3275.5,14.0,10.0,3.0,5.0,0.0,1.0
0.1212574,59.0,4.0,9.2,5077.5,9.0,9.0,0.0,5.0,2.9,1.0
0.0,44.0,0.0,0.4,3974.4,7.0,0.0,1.0,0.0,0.0,0.154
0.2768297,26.0,0.0,6.9,8831.1,0.0,0.0,0.0,0.0,0.9,0.216
0.4965959,59.0,3.0,0.0,4935.8,8.0,10.0,2.0,6.0,0.0,1.0
0.0,38.0,0.0,0.0,1122.1,4.0,0.0,0.0,0.0,1.4,0.152
0.8428478,73.0,0.0,9.2,7145.4,9.0,7.0,2.0,2.0,1.9,0.991
0.117934,55.0,7.0,9.2,3230.3,2.0,14.0,0.0,7.0,0.0,1.0
0.0033792,68.0,0.0,12.3,4289.6,2.0,0.0,0.0,0.0,1.7,0.1
0.1548434,38.0,0.0,9.1,8469.7,10.0,0.0,2.0,0.0,0.0,0.234
0.1813734,80.0,0.0,1.0,3391.6,16.0,0.0,2.0,0.0,0.0,0.191
0.0,82.0,6.0,9.2,4774.4,5.0,14.0,0.0,7.0,0.0,1.0
0.0,55.0,0.0,0.0,2687.7,5.0,0.0,1.0,0.0,0.9,0.131
0.1139436,43.0,0.0,0.0,5206.2,6.0,0.0,0.0,0.0,2.2,0.166
0.0025233,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155
0.0244159,46.0,9.0,0.0,6103.5,7.0,13.0,1.0,8.0,0.0,1.0
0.0,53.0,1.0,9.2,5672.0,8.0,1.0,2.0,0.0,0.0,0.737
0.2453177,53.0,0.0,1110.0,10078.5,6.0,0.0,0.0,0.0,0.0,0.131
0.1732417,68.0,4.0,9.2,8912.2,15.0,11.0,2.0,6.0,0.0,1.0
0.7235612,36.0,0.0,57.7,2361.9,3.0,6.0,0.0,2.0,0.0,0.989
0.1889495,62.0,0.0,9.2,6132.6,4.0,8.0,2.0,3.0,0.0,0.995
0.2488017,33.0,0.0,9.2,8358.2,10.0,4.0,2.0,0.0,0.0,0.91
0.0441665,67.0,0.0,9.2,3099.0,17.0,5.0,2.0,1.0,1.0,0.949
0.0147035,43.0,10.0,9.6,13056.7,10.0,15.0,1.0,9.0,0.0,1.0
0.0,41.0,0.0,12.3,3328.6,13.0,0.0,0.0,0.0,0.0,0.19
0.837694,74.0,4.0,9.2,5281.3,9.0,11.0,0.0,6.0,0.0,1.0
0.2156348,45.0,0.0,9.2,1431.3,5.0,4.0,0.0,0.0,1.0,0.908
0.0,72.0,3.0,1589.4,7068.4,5.0,11.0,2.0,5.0,0.0,1.0
0.0,84.0,8.0,9.2,3888.7,5.0,15.0,2.0,8.0,0.0,1.0
0.0282953,79.0,0.0,9.2,5390.3,13.0,8.0,1.0,3.0,0.0,0.994
0.2462723,55.0,0.0,9.4,6267.4,22.0,4.0,1.0,0.0,1.0,0.887
0.168561,44.0,0.0,9.2,11660.9,8.0,2.0,6.0,0.0,3.1,0.808
0.0,51.0,0.0,0.0,8980.4,20.0,0.0,2.0,0.0,1.3,0.243
0.0,43.0,0.0,16.2,5431.8,14.0,0.0,4.0,0.0,0.6,0.252
0.0,56.0,3.0,0.0,11815.4,7.0,10.0,1.0,5.0,0.0,1.0
0.234548,59.0,0.0,14.1,6112.7,7.0,0.0,1.0,0.0,0.0,0.161
0.0,47.0,0.0,6.3,5371.0,13.0,0.0,1.0,0.0,0.7,0.18
0.0,76.0,1.0,9.2,18561.9,10.0,9.0,1.0,4.0,0.0,0.998
0.9137877,57.0,12.0,9.2,1748.9,3.0,17.0,0.0,10.0,0.0,1.0
0.4499297,39.0,0.0,9.2,9266.8,10.0,10.0,2.0,5.0,2.0,0.999
0.185977,63.0,6.0,9.2,7077.0,22.0,11.0,1.0,6.0,0.0,1.0
0.2925291,39.0,0.0,194.5,5059.0,4.0,0.0,0.0,0.0,0.0,0.195
0.0,42.0,4.0,0.1,7246.7,8.0,11.0,0.0,6.0,0.0,1.0
0.0,42.0,0.0,1658.3,4402.4,10.0,0.0,1.0,0.0,2.8,0.145
0.2436946,36.0,7.0,9.6,5037.5,15.0,12.0,1.0,7.0,0.0,1.0
0.2348549,63.0,7.0,2520.4,0.0,21.0,12.0,2.0,7.0,0.0,1.0
0.0,45.0,0.0,9.2,12601.7,17.0,0.0,2.0,0.0,2.5,0.233
0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.153
0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.175
0.0,39.0,1.0,9.2,10033.9,4.0,10.0,0.0,5.0,0.0,0.999
0.0236079,44.0,0.0,9.2,3308.2,7.0,7.0,1.0,2.0,2.1,0.989
0.0361896,37.0,0.0,8.8,6891.7,5.0,0.0,1.0,0.0,2.1,0.164
0.0,36.0,0.0,9.2,0.0,3.0,0.0,0.0,0.0,0.8,0.151
0.1645972,51.0,0.0,0.1,2745.5,14.0,7.0,0.0,2.0,0.0,0.988
0.0059995,28.0,0.0,0.0,6843.6,1.0,0.0,0.0,0.0,0.0,0.146
0.0987118,32.0,0.0,9.2,3987.0,6.0,8.0,2.0,3.0,0.0,0.996
0.0372428,49.0,0.0,9.2,1782.6,4.0,5.0,0.0,1.0,2.0,0.957
0.3445212,44.0,0.0,9.2,9187.2,9.0,2.0,1.0,0.0,4.0,0.804
0.1706095,57.0,0.0,9.5,7584.4,9.0,0.0,2.0,0.0,0.0,0.172
0.1123196,51.0,1.0,9.6,4848.9,10.0,9.0,1.0,4.0,0.0,0.999
0.2159066,37.0,0.0,0.0,10195.3,12.0,0.0,1.0,0.0,3.0,0.291
0.5216973,61.0,0.0,0.1,7563.8,15.0,3.0,1.0,0.0,0.0,0.857
0.0765185,72.0,1.0,9.2,7154.0,10.0,9.0,2.0,4.0,0.0,0.998
0.0,41.0,0.0,0.4,235.2,9.0,0.0,0.0,0.0,0.0,0.169
0.2443013,50.0,1.0,472.3,8568.2,9.0,2.0,0.0,0.0,1.0,0.829
0.1239074,55.0,0.0,18.2,4121.1,16.0,0.0,1.0,0.0,0.0,0.219
0.0,68.0,6.0,9.2,4462.5,3.0,14.0,0.0,7.0,0.0,1.0
0.1028643,47.0,0.0,0.1,4831.7,2.0,0.0,1.0,0.0,0.0,0.14
0.0027354,40.0,3.0,9.2,6191.1,9.0,12.0,2.0,6.0,2.0,1.0
0.2756082,33.0,0.0,3294.0,3852.8,10.0,7.0,2.0,2.0,0.0,0.991
0.4756157,50.0,7.0,9.2,7406.3,12.0,11.0,2.0,6.0,4.0,1.0
0.0006112,52.0,7.0,9.2,3943.8,6.0,14.0,1.0,8.0,0.0,1.0
0.0871666,42.0,0.0,0.0,4803.2,3.0,0.0,1.0,0.0,1.1,0.154
0.0,69.0,0.0,0.0,965.9,10.0,0.0,0.0,0.0,0.0,0.128
0.0262952,37.0,0.0,0.2,2658.0,7.0,0.0,0.0,0.0,3.8,0.184
0.0,38.0,0.0,5.4,7011.5,4.0,0.0,0.0,0.0,1.8,0.143
0.2838012,33.0,0.0,9.6,6536.3,5.0,0.0,1.0,0.0,0.0,0.249
0.0,41.0,0.0,0.0,1187.2,6.0,0.0,0.0,0.0,0.0,0.152
0.0,35.0,0.0,16.6,6876.3,6.0,0.0,2.0,0.0,0.0,0.167
0.1191785,45.0,0.0,9.2,5656.4,12.0,4.0,2.0,0.0,3.1,0.898
0.1095652,50.0,0.0,0.2,14845.3,14.0,0.0,3.0,0.0,4.0,0.243
0.4576764,60.0,3.0,9.2,9667.1,12.0,10.0,2.0,5.0,1.0,1.0
0.0,26.0,10.0,0.0,1276.3,1.0,15.0,0.0,9.0,0.0,1.0
0.0,82.0,0.0,2.3,11850.8,11.0,0.0,12.0,0.0,0.5,0.238
0.1185415,44.0,1.0,9.2,9241.5,7.0,3.0,0.0,0.0,1.9,0.877
0.1309057,71.0,7.0,9.2,6068.4,9.0,11.0,1.0,6.0,0.0,1.0
0.588195,46.0,0.0,390.5,6618.5,3.0,0.0,0.0,0.0,0.0,0.266
0.4129508,26.0,0.0,9.2,2466.4,7.0,7.0,0.0,3.0,0.0,0.995
0.1556172,35.0,0.0,0.0,4092.7,5.0,0.0,1.0,0.0,1.9,0.214
0.3570229,57.0,0.0,0.2,10876.9,3.0,0.0,1.0,0.0,1.1,0.16
0.0942513,67.0,1.0,9.4,3716.9,16.0,5.0,2.0,1.0,0.0,0.961
0.0782729,44.0,0.0,0.0,9984.1,9.0,0.0,1.0,0.0,1.1,0.17
0.2285851,64.0,0.0,2591.5,5461.1,3.0,0.0,0.0,0.0,0.0,0.086
0.5250682,59.0,0.0,9.2,11719.4,6.0,3.0,0.0,0.0,1.1,0.861
0.0,25.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.184
0.298077,42.0,0.0,1228.4,6218.1,5.0,0.0,0.0,0.0,0.0,0.156
0.0,43.0,0.0,792.6,2650.7,13.0,0.0,0.0,0.0,0.0,0.163
0.2701385,49.0,7.0,9.2,8469.3,11.0,13.0,1.0,7.0,3.0,1.0
0.0,49.0,0.0,9.2,10143.0,16.0,0.0,2.0,0.0,2.8,0.218
0.0,54.0,0.0,271.9,0.0,2.0,4.0,0.0,0.0,0.0,0.9
0.1327535,25.0,0.0,9.2,2380.9,4.0,0.0,0.0,0.0,0.0,0.223
0.1506201,44.0,0.0,9.2,3901.1,7.0,3.0,0.0,0.0,2.1,0.858
0.3925582,28.0,5.0,9.2,4450.6,9.0,12.0,0.0,6.0,0.0,1.0
0.0,42.0,0.0,0.0,76948.5,3.0,5.0,1.0,0.0,2.0,0.87
0.0727314,29.0,0.0,0.8,6584.4,8.0,0.0,2.0,0.0,0.0,0.229
0.3607447,64.0,0.0,0.5,1236.9,7.0,0.0,1.0,0.0,0.0,0.195
0.0,45.0,5.0,9.2,12965.8,6.0,13.0,2.0,7.0,1.0,1.0
1.0715585,54.0,4.0,1938.3,5778.6,2.0,11.0,1.0,6.0,0.0,1.0
0.3885845,55.0,2.0,9.2,4915.0,9.0,10.0,1.0,4.0,1.1,0.999
0.0,78.0,5.0,1369.8,4877.4,16.0,12.0,0.0,6.0,0.0,1.0
0.0,73.0,0.0,7.9,15753.9,18.0,0.0,10.0,0.0,0.0,0.29
0.1303542,61.0,0.0,12.5,1705.9,19.0,0.0,0.0,0.0,0.0,0.226
0.0280109,74.0,0.0,9.2,1083.8,13.0,6.0,0.0,1.0,0.0,0.965
0.045697,56.0,0.0,1790.8,7854.2,8.0,0.0,2.0,0.0,0.4,0.113
0.1553831,46.0,10.0,0.0,3720.3,11.0,15.0,0.0,9.0,1.1,1.0
0.0,41.0,0.0,0.0,9423.2,4.0,0.0,1.0,0.0,0.0,0.137
0.0,67.0,4.0,9.2,11965.6,5.0,12.0,0.0,6.0,0.0,1.0
0.0,60.0,0.0,18.6,4875.9,14.0,0.0,3.0,0.0,0.6,0.18
0.0,50.0,0.0,9.2,11774.3,8.0,6.0,5.0,2.0,2.1,0.982
0.0613881,56.0,0.0,9.2,10043.1,18.0,0.0,1.0,0.0,0.0,0.198
0.0,38.0,0.0,9.3,4425.3,6.0,0.0,0.0,0.0,0.0,0.152
0.0276439,56.0,0.0,0.0,15618.0,9.0,7.0,1.0,3.0,0.0,0.992
0.0,47.0,0.0,0.3,9665.0,11.0,0.0,1.0,0.0,0.0,0.161
0.0,45.0,0.0,15.8,2917.1,5.0,0.0,0.0,0.0,1.9,0.141
0.0,80.0,0.0,235.3,6383.2,7.0,4.0,0.0,1.0,0.0,0.92
0.7435766,47.0,3.0,9.2,4166.6,4.0,11.0,1.0,6.0,0.0,1.0
0.1473323,65.0,0.0,9.3,12803.0,16.0,3.0,2.0,0.0,0.0,0.826
0.0,55.0,0.0,9.2,10290.7,6.0,0.0,0.0,0.0,0.0,0.119
0.0150391,56.0,0.0,9.2,6311.2,6.0,3.0,0.0,0.0,1.0,0.84
0.0248985,40.0,6.0,9.2,7324.5,4.0,14.0,2.0,7.0,0.0,1.0
0.0437014,58.0,0.0,0.4,1373.5,9.0,0.0,1.0,0.0,1.8,0.155
0.0,25.0,0.0,9.2,5890.4,8.0,9.0,0.0,4.0,0.0,0.998
0.0,75.0,0.0,0.0,16806.4,12.0,0.0,2.0,0.0,0.0,0.125
0.0998487,50.0,1.0,3104.5,2972.7,14.0,3.0,1.0,0.0,0.0,0.888
0.1627485,45.0,1.0,9.2,6593.5,9.0,6.0,2.0,0.0,1.9,0.964
0.0,37.0,0.0,0.0,7837.4,7.0,0.0,0.0,0.0,1.9,0.159
0.0,65.0,0.0,9.3,2647.4,8.0,0.0,0.0,0.0,1.1,0.126
0.0,53.0,0.0,9.1,6557.0,20.0,0.0,2.0,0.0,1.4,0.245
2.4296231,53.0,7.0,9.2,11993.1,6.0,11.0,0.0,6.0,2.4,1.0
0.0044311,52.0,0.0,0.0,5704.6,6.0,0.0,1.0,0.0,0.0,0.135
0.0,68.0,9.0,9.2,3620.4,4.0,15.0,1.0,9.0,0.0,1.0
0.0,63.0,0.0,9.2,13735.6,13.0,2.0,2.0,0.0,1.1,0.741
0.0244637,25.0,0.0,7.8,2458.7,5.0,0.0,0.0,0.0,0.0,0.189
0.1154835,60.0,0.0,0.0,7400.3,2.0,0.0,0.0,0.0,0.0,0.114
0.0115018,56.0,0.0,0.4,4516.9,13.0,0.0,2.0,0.0,0.0,0.173
0.3109356,52.0,0.0,9.2,8618.7,5.0,6.0,0.0,1.0,2.2,0.973
0.1289438,30.0,0.0,0.0,2257.6,7.0,0.0,0.0,0.0,1.1,0.232
0.1505336,64.0,0.0,9.2,1915.3,19.0,7.0,1.0,3.0,0.0,0.992
0.0,52.0,0.0,9.7,3566.2,7.0,0.0,1.0,0.0,0.6,0.143
0.1345973,42.0,5.0,9.7,7721.9,13.0,12.0,2.0,7.0,0.0,1.0
0.471514,74.0,0.0,0.7,7914.3,10.0,0.0,0.0,0.0,0.0,0.193
0.1945717,46.0,7.0,9.2,11003.6,6.0,14.0,1.0,8.0,0.0,1.0
0.0,63.0,0.0,9.2,0.0,14.0,7.0,2.0,2.0,2.0,0.987
0.0,71.0,4.0,9.2,4440.4,6.0,11.0,1.0,5.0,1.9,1.0
