age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
23.0,Private,3.0,11.0,Separated,Admin,Husband,White,Male,0.0,0.0,37.0,1.0,0.002
37.0,Private,3.0,10.0,NotMarried,Professional,Own-child,Black,Female,90829.0,1616.0,40.0,1.0,0.999
23.0,Private,2.0,9.0,NotMarried,Blue-Collar,Unmarried,White,Female,43486.0,0.0,33.0,1.0,0.992
40.0,Government,5.0,14.0,NotMarried,Admin,Not-in-family,White,Female,15298.0,1877.0,35.0,1.0,0.959
45.0,Self-Employed,3.0,10.0,NotMarried,Sales,Own-child,White,Female,21899.0,0.0,35.0,1.0,0.966
36.0,Private,3.0,11.0,NotMarried,Professional,Husband,White,Male,0.0,0.0,60.0,1.0,0.067
22.0,Private,3.0,10.0,NotMarried,Other,Own-child,White,Male,27674.0,0.0,40.0,1.0,0.97
38.0,Private,4.0,13.0,Widowed,Professional,Husband,White,Male,0.0,0.0,50.0,1.0,0.082
24.0,Private,3.0,10.0,NotMarried,Sales,Not-in-family,White,Male,28063.0,0.0,49.0,1.0,0.979
23.0,Private,2.0,9.0,Married,Sales,Wife,White,Female,84032.0,0.0,40.0,1.0,0.998
40.0,Government,3.0,10.0,NotMarried,Admin,Other-relative,White,Male,0.0,0.0,45.0,1.0,0.008
26.0,Private,3.0,10.0,NotMarried,Blue-Collar,Not-in-family,White,Male,24833.0,0.0,40.0,1.0,0.98
24.0,Private,2.0,9.0,NotMarried,Blue-Collar,Unmarried,White,Male,28219.0,0.0,40.0,1.0,0.984
22.0,Private,3.0,10.0,NotMarried,Admin,Own-child,White,Male,37436.0,0.0,25.0,1.0,0.986
37.0,Private,4.0,13.0,Widowed,Professional,Husband,White,Male,0.0,0.0,56.0,1.0,0.098
20.0,Private,3.0,10.0,NotMarried,Service,Own-child,White,Female,93240.0,0.0,20.0,1.0,0.999
18.0,Private,1.0,7.0,NotMarried,Service,Own-child,Black,Male,44267.0,0.0,8.0,1.0,0.981
33.0,Private,4.0,13.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,40.0,1.0,0.02
43.0,Self-Employed,4.0,13.0,Separated,Blue-Collar,Not-in-family,White,Male,15720.0,0.0,35.0,1.0,0.94
56.0,Private,2.0,9.0,Separated,White-Collar,Not-in-family,Black,Male,28821.0,0.0,40.0,1.0,0.983
40.0,Private,5.0,14.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,39.0,1.0,0.062
34.0,Private,4.0,13.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,50.0,1.0,0.041
31.0,Private,3.0,10.0,Separated,Admin,Not-in-family,White,Female,31286.0,0.0,45.0,1.0,0.981
74.0,Private,1.0,2.0,Married,Blue-Collar,Husband,White,Male,23464.0,1738.0,21.0,1.0,0.979
32.0,Private,3.0,10.0,Separated,White-Collar,Unmarried,White,Female,31102.0,0.0,41.0,1.0,0.984
25.0,Private,5.0,14.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,44.0,1.0,0.014
66.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,95442.0,808.0,10.0,1.0,0.999
22.0,Private,2.0,9.0,NotMarried,Service,Own-child,White,Female,37615.0,0.0,34.0,1.0,0.981
47.0,Private,3.0,11.0,NotMarried,Sales,Husband,White,Male,0.0,0.0,45.0,1.0,0.063
31.0,Private,2.0,9.0,NotMarried,Service,Own-child,White,Male,28610.0,0.0,35.0,1.0,0.976
66.0,Private,2.0,9.0,Separated,Admin,Unmarried,White,Female,10232.0,2210.0,59.0,0.0,0.845
39.0,Private,2.0,9.0,Married,Blue-Collar,Wife,Black,Female,24588.0,0.0,45.0,1.0,0.975
48.0,Private,3.0,10.0,Married,Admin,Wife,White,Female,74982.0,0.0,36.0,1.0,0.998
20.0,Private,3.0,10.0,NotMarried,Service,Not-in-family,White,Female,30544.0,0.0,40.0,1.0,0.973
28.0,Private,3.0,12.0,NotMarried,Professional,Other-relative,White,Male,32080.0,0.0,40.0,1.0,0.982
40.0,Private,4.0,13.0,NotMarried,Sales,Husband,White,Male,0.0,0.0,50.0,1.0,0.072
26.0,Government,6.0,15.0,Widowed,Professional,Husband,White,Male,0.0,0.0,80.0,1.0,0.155
36.0,Self-Employed,6.0,16.0,NotMarried,Professional,Not-in-family,White,Male,91239.0,0.0,29.0,1.0,0.999
34.0,Self-Employed,4.0,13.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,45.0,1.0,0.094
67.0,Private,3.0,9.0,Married,Military,Wife,Other,Male,87463.0,2949.0,42.0,1.0,0.999
48.0,Government,2.0,9.0,Married,Other,Husband,White,Male,77989.0,0.0,40.0,1.0,0.998
36.0,Private,3.0,11.0,NotMarried,Other,Not-in-family,White,Male,75222.0,0.0,45.0,1.0,0.997
40.0,Self-Employed,2.0,9.0,Married,Blue-Collar,Husband,White,Male,20207.0,0.0,51.0,1.0,0.974
56.0,Private,2.0,9.0,Married,Professional,Husband,White,Male,93692.0,1154.0,14.0,1.0,0.999
27.0,Government,4.0,13.0,NotMarried,Professional,Not-in-family,White,Female,92399.0,125.0,34.0,1.0,0.999
37.0,Government,2.0,9.0,NotMarried,Service,Own-child,White,Female,19862.0,0.0,40.0,1.0,0.924
68.0,Private,6.0,16.0,Separated,Service,Husband,White,Male,0.0,0.0,38.0,1.0,0.145
26.0,Self-Employed,1.0,6.0,NotMarried,Professional,Not-in-family,White,Female,31311.0,0.0,32.0,1.0,0.974
20.0,Private,3.0,11.0,NotMarried,Other,Husband,White,Male,0.0,0.0,46.0,1.0,0.006
48.0,Private,5.0,14.0,NotMarried,Service,Husband,White,Male,0.0,0.0,42.0,0.0,0.027
63.0,Private,1.0,4.0,Separated,Blue-Collar,Own-child,White,Male,25301.0,0.0,40.0,1.0,0.963
27.0,Private,3.0,11.0,NotMarried,White-Collar,Own-child,White,Male,26024.0,0.0,51.0,1.0,0.979
77.0,Self-Employed,3.0,10.0,Widowed,Sales,Not-in-family,White,Male,22841.0,0.0,8.0,1.0,0.952
20.0,Private,3.0,10.0,NotMarried,Professional,Own-child,White,Female,29665.0,0.0,39.0,1.0,0.971
29.0,Private,4.0,13.0,NotMarried,Admin,Own-child,White,Female,31903.0,0.0,40.0,1.0,0.986
29.0,Private,1.0,8.0,Married,Blue-Collar,Husband,White,Male,94192.0,933.0,40.0,1.0,0.999
32.0,Private,1.0,6.0,NotMarried,Blue-Collar,Own-child,White,Male,25875.0,0.0,41.0,0.0,0.96
22.0,Self-Employed,3.0,10.0,Married,Blue-Collar,Husband,White,Male,28980.0,0.0,40.0,1.0,0.984
30.0,Government,2.0,9.0,NotMarried,Admin,Not-in-family,Black,Female,25920.0,0.0,50.0,1.0,0.976
43.0,Government,3.0,10.0,Separated,Admin,Not-in-family,White,Female,30003.0,0.0,40.0,1.0,0.981
23.0,Private,4.0,13.0,Married,Service,Husband,White,Male,94004.0,0.0,20.0,1.0,0.999
32.0,Government,6.0,15.0,Separated,Professional,Husband,White,Male,0.0,0.0,38.0,1.0,0.051
41.0,Private,4.0,13.0,Separated,Service,Not-in-family,White,Male,19164.0,0.0,40.0,1.0,0.965
48.0,Government,5.0,14.0,Separated,Professional,Unmarried,Black,Female,270.0,0.0,40.0,1.0,0.082
30.0,Private,2.0,9.0,NotMarried,Blue-Collar,Not-in-family,White,Male,13667.0,0.0,45.0,1.0,0.856
23.0,Private,3.0,10.0,NotMarried,Blue-Collar,Own-child,White,Male,94766.0,0.0,35.0,1.0,0.999
39.0,Private,2.0,9.0,Widowed,Admin,Own-child,White,Female,84995.0,0.0,39.0,1.0,0.998
32.0,Private,4.0,13.0,NotMarried,Sales,Husband,White,Male,0.0,0.0,60.0,1.0,0.055
51.0,Private,3.0,10.0,NotMarried,Blue-Collar,Husband,White,Male,0.0,580.0,35.0,1.0,0.044
19.0,Private,3.0,10.0,NotMarried,Admin,Own-child,White,Female,37729.0,0.0,40.0,0.0,0.979
33.0,Private,4.0,13.0,NotMarried,Sales,Husband,White,Male,0.0,0.0,52.0,1.0,0.038
23.0,Private,2.0,9.0,NotMarried,Blue-Collar,Not-in-family,White,Male,96557.0,253.0,40.0,1.0,0.999
25.0,Private,3.0,10.0,NotMarried,Blue-Collar,Not-in-family,White,Male,23056.0,0.0,39.0,1.0,0.975
40.0,Private,2.0,9.0,Separated,Sales,Not-in-family,White,Female,14032.0,0.0,41.0,1.0,0.842
30.0,Private,4.0,13.0,Married,White-Collar,Husband,Black,Male,8629.0,0.0,43.0,1.0,0.932
53.0,Private,3.0,10.0,Married,Blue-Collar,Husband,White,Male,76673.0,0.0,41.0,1.0,0.998
30.0,Private,3.0,10.0,Widowed,Blue-Collar,Husband,Black,Male,0.0,0.0,61.0,1.0,0.004
24.0,Private,4.0,13.0,NotMarried,Admin,Own-child,White,Female,16461.0,0.0,40.0,1.0,0.788
47.0,Private,4.0,13.0,NotMarried,White-Collar,Husband,White,Male,385.0,0.0,40.0,1.0,0.12
40.0,Private,4.0,13.0,NotMarried,Sales,Husband,White,Male,0.0,0.0,50.0,1.0,0.072
45.0,Self-Employed,4.0,13.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,50.0,1.0,0.215
62.0,Government,4.0,13.0,Separated,Admin,Wife,White,Female,0.0,55.0,37.0,1.0,0.259
44.0,Private,4.0,13.0,Widowed,Professional,Husband,White,Male,0.0,515.0,50.0,1.0,0.155
45.0,Private,3.0,10.0,Separated,Blue-Collar,Unmarried,White,Female,32091.0,0.0,40.0,1.0,0.987
62.0,Self-Employed,2.0,9.0,Married,Sales,Husband,White,Male,21895.0,0.0,40.0,1.0,0.966
48.0,Private,1.0,3.0,NotMarried,Blue-Collar,Not-in-family,White,Male,28791.0,0.0,40.0,0.0,0.974
56.0,Private,2.0,9.0,Separated,Service,Unmarried,Black,Female,29169.0,0.0,40.0,0.0,0.962
28.0,Private,2.0,9.0,NotMarried,Blue-Collar,Unmarried,White,Female,91949.0,0.0,34.0,1.0,0.999
23.0,Private,2.0,9.0,NotMarried,Blue-Collar,Own-child,Black,Male,34659.0,0.0,40.0,1.0,0.982
42.0,Private,2.0,9.0,Separated,Service,Not-in-family,White,Female,42160.0,0.0,34.0,1.0,0.988
56.0,Private,4.0,13.0,Married,Military,Husband,Other,Male,95913.0,1984.0,38.0,1.0,0.999
36.0,Private,2.0,9.0,Married,Sales,Husband,White,Male,8821.0,0.0,51.0,1.0,0.912
54.0,Government,6.0,16.0,NotMarried,Professional,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,60.0,1.0,0.216
48.0,Government,4.0,13.0,NotMarried,White-Collar,Not-in-family,White,Female,5002.0,0.0,50.0,1.0,0.731
44.0,Private,1.0,3.0,Married,Blue-Collar,Wife,Asian-Pac-Islander,Female,71143.0,2125.0,72.0,1.0,0.998
37.0,Private,3.0,11.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,44.0,1.0,0.025
18.0,Private,2.0,9.0,NotMarried,Sales,Not-in-family,White,Male,27631.0,0.0,30.0,1.0,0.967
56.0,Self-Employed,2.0,9.0,NotMarried,White-Collar,Not-in-family,White,Male,25603.0,0.0,70.0,1.0,0.976
40.0,Self-Employed,5.0,14.0,NotMarried,Professional,Not-in-family,White,Male,5555.0,0.0,40.0,1.0,0.792
46.0,Private,1.0,3.0,Separated,Blue-Collar,Not-in-family,White,Male,20303.0,0.0,50.0,0.0,0.947
36.0,Private,1.0,7.0,NotMarried,Blue-Collar,Unmarried,Amer-Indian-Eskimo,Male,26512.0,0.0,65.0,1.0,0.973
42.0,Self-Employed,2.0,9.0,Married,Blue-Collar,Husband,White,Male,77986.0,2821.0,40.0,1.0,0.998
50.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,81667.0,41.0,49.0,1.0,0.998
39.0,Private,1.0,7.0,Married,Blue-Collar,Own-child,White,Male,99833.0,1588.0,22.0,1.0,0.999
57.0,Private,1.0,4.0,Widowed,Blue-Collar,Unmarried,Black,Female,23989.0,0.0,40.0,1.0,0.794
73.0,Private,2.0,9.0,Widowed,Service,Other-relative,White,Female,40246.0,0.0,13.0,1.0,0.977
50.0,Government,3.0,10.0,NotMarried,Admin,Not-in-family,White,Male,29239.0,0.0,40.0,1.0,0.985
35.0,Private,3.0,10.0,NotMarried,Blue-Collar,Own-child,White,Male,15551.0,0.0,45.0,1.0,0.881
28.0,Private,3.0,10.0,Married,Blue-Collar,Husband,White,Male,91865.0,1271.0,45.0,1.0,0.999
24.0,Private,3.0,10.0,NotMarried,Professional,Not-in-family,White,Female,32021.0,0.0,40.0,1.0,0.983
27.0,Private,3.0,10.0,NotMarried,Blue-Collar,Own-child,White,Male,31289.0,0.0,40.0,1.0,0.987
23.0,Self-Employed,2.0,9.0,NotMarried,Blue-Collar,Own-child,White,Male,98012.0,1242.0,40.0,1.0,0.999
26.0,Private,2.0,9.0,NotMarried,Admin,Own-child,White,Female,99588.0,2337.0,41.0,1.0,0.999
52.0,Private,4.0,13.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,41.0,1.0,0.167
26.0,Private,1.0,6.0,Married,Admin,Wife,White,Female,23221.0,0.0,40.0,1.0,0.975
47.0,Private,3.0,10.0,Married,Admin,Husband,White,Male,77973.0,0.0,44.0,0.0,0.997
40.0,Private,2.0,9.0,Separated,Service,Not-in-family,Black,Male,23945.0,0.0,41.0,1.0,0.97
59.0,Private,1.0,5.0,Separated,Service,Unmarried,White,Female,36023.0,0.0,40.0,1.0,0.982
25.0,Private,3.0,10.0,NotMarried,Sales,Own-child,White,Female,24874.0,0.0,40.0,1.0,0.961
30.0,Private,2.0,9.0,Married,Sales,Wife,White,Female,91086.0,1659.0,18.0,1.0,0.999
36.0,Private,1.0,7.0,Married,Blue-Collar,Husband,White,Male,29166.0,0.0,43.0,1.0,0.987
46.0,Private,2.0,9.0,Separated,White-Collar,Not-in-family,White,Female,28622.0,0.0,61.0,1.0,0.979
69.0,Private,1.0,2.0,Widowed,Service,Not-in-family,Black,Female,41707.0,0.0,4.0,1.0,0.976
69.0,Private,2.0,9.0,Widowed,Admin,Not-in-family,White,Female,28277.0,0.0,40.0,1.0,0.974
28.0,Private,2.0,9.0,NotMarried,Service,Own-child,Black,Female,96519.0,0.0,39.0,1.0,0.999
20.0,Private,2.0,9.0,NotMarried,Admin,Own-child,White,Male,39944.0,0.0,48.0,1.0,0.988
54.0,Government,2.0,9.0,Separated,Admin,Unmarried,Black,Female,24605.0,0.0,35.0,1.0,0.96
25.0,Private,3.0,10.0,NotMarried,Blue-Collar,Own-child,White,Male,32307.0,0.0,40.0,1.0,0.987
64.0,Government,2.0,9.0,Married,Blue-Collar,Husband,White,Male,11981.0,0.0,41.0,1.0,0.926
17.0,Private,2.0,9.0,NotMarried,Sales,Own-child,White,Female,38563.0,0.0,20.0,1.0,0.979
53.0,Government,2.0,9.0,Married,Admin,Husband,White,Male,10935.0,0.0,40.0,1.0,0.918
49.0,Private,1.0,5.0,Separated,Blue-Collar,Not-in-family,White,Male,98069.0,2050.0,48.0,1.0,0.999
56.0,Private,2.0,9.0,Married,White-Collar,Own-child,White,Female,0.0,0.0,38.0,1.0,0.179
51.0,Private,3.0,10.0,NotMarried,Blue-Collar,Husband,White,Male,0.0,701.0,40.0,1.0,0.062
20.0,Private,3.0,10.0,NotMarried,Professional,Own-child,White,Male,86862.0,0.0,30.0,1.0,0.999
42.0,Private,4.0,12.0,Married,Blue-Collar,Husband,White,Male,48706.0,1664.0,41.0,1.0,0.996
25.0,Private,2.0,9.0,NotMarried,Blue-Collar,Unmarried,White,Male,87455.0,0.0,53.0,1.0,0.999
42.0,Government,6.0,15.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,53.0,1.0,0.161
20.0,Private,2.0,9.0,NotMarried,Admin,Own-child,White,Female,41870.0,0.0,30.0,1.0,0.987
31.0,Government,6.0,15.0,Widowed,Professional,Husband,White,Male,0.0,343.0,70.0,1.0,0.186
46.0,Private,4.0,13.0,NotMarried,Professional,Not-in-family,White,Female,26096.0,0.0,40.0,1.0,0.983
54.0,Private,2.0,9.0,Separated,Admin,Unmarried,White,Female,28878.0,0.0,38.0,0.0,0.972
53.0,Private,3.0,10.0,Separated,White-Collar,Unmarried,Amer-Indian-Eskimo,Female,98386.0,461.0,14.0,1.0,0.999
22.0,Private,2.0,9.0,NotMarried,Blue-Collar,Own-child,White,Male,97764.0,843.0,30.0,1.0,0.999
58.0,Private,3.0,10.0,Separated,Service,Not-in-family,White,Male,22892.0,0.0,39.0,1.0,0.967
28.0,Private,4.0,13.0,NotMarried,Sales,Husband,White,Male,0.0,0.0,55.0,1.0,0.026
61.0,Private,2.0,9.0,Married,Admin,Wife,Black,Female,10574.0,0.0,40.0,1.0,0.84
56.0,Government,3.0,10.0,Separated,Admin,Not-in-family,White,Female,95754.0,0.0,36.0,1.0,0.999
59.0,Private,2.0,9.0,Separated,Service,Unmarried,White,Female,21574.0,0.0,40.0,1.0,0.944
72.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,14148.0,0.0,20.0,1.0,0.915
33.0,Private,2.0,9.0,NotMarried,Admin,Not-in-family,White,Male,22105.0,0.0,39.0,1.0,0.965
46.0,Private,2.0,9.0,Married,Admin,Wife,White,Female,10501.0,0.0,39.0,1.0,0.927
46.0,Government,3.0,10.0,Married,Other,Husband,White,Male,83080.0,285.0,38.0,1.0,0.998
48.0,Private,2.0,9.0,NotMarried,Professional,Unmarried,Black,Female,40033.0,0.0,28.0,1.0,0.986
43.0,Private,2.0,9.0,Married,Military,Husband,White,Male,83947.0,2719.0,39.0,1.0,0.999
21.0,Private,3.0,10.0,NotMarried,Blue-Collar,Own-child,White,Female,33740.0,0.0,40.0,1.0,0.984
27.0,Private,2.0,9.0,Separated,Admin,Unmarried,White,Female,31933.0,0.0,46.0,1.0,0.98
31.0,Private,2.0,9.0,Separated,Blue-Collar,Not-in-family,White,Male,28739.0,0.0,40.0,1.0,0.981
28.0,Private,4.0,13.0,NotMarried,Blue-Collar,Not-in-family,White,Male,32259.0,0.0,40.0,1.0,0.989
45.0,Government,3.0,10.0,Separated,Admin,Not-in-family,White,Female,77196.0,0.0,38.0,1.0,0.997
55.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,0.0,0.0,40.0,1.0,0.314
46.0,Government,2.0,9.0,NotMarried,Service,Not-in-family,Black,Female,27778.0,0.0,41.0,1.0,0.982
25.0,Private,3.0,10.0,Married,Sales,Husband,White,Male,29704.0,0.0,24.0,0.0,0.976
60.0,Private,3.0,10.0,Married,Admin,Husband,White,Male,50.0,0.0,40.0,1.0,0.361
17.0,Private,1.0,7.0,NotMarried,Sales,Own-child,White,Female,42861.0,0.0,30.0,1.0,0.983
26.0,Private,4.0,13.0,NotMarried,Blue-Collar,Not-in-family,White,Male,59585.0,0.0,39.0,1.0,0.997
35.0,Private,1.0,6.0,Separated,Blue-Collar,Not-in-family,White,Male,27588.0,0.0,60.0,1.0,0.979
32.0,Self-Employed,1.0,7.0,Married,White-Collar,Husband,White,Male,7352.0,0.0,71.0,1.0,0.74
38.0,Private,1.0,8.0,Married,Sales,Wife,Asian-Pac-Islander,Female,98425.0,2478.0,33.0,1.0,0.999
39.0,Government,2.0,9.0,NotMarried,Admin,Own-child,White,Female,74381.0,0.0,34.0,1.0,0.998
42.0,Private,2.0,9.0,Separated,Service,Unmarried,White,Female,28813.0,0.0,30.0,1.0,0.976
35.0,Private,4.0,13.0,NotMarried,White-Collar,Husband,White,Male,835.0,0.0,47.0,1.0,0.056
44.0,Private,2.0,9.0,Separated,Other,Not-in-family,White,Female,25450.0,0.0,51.0,1.0,0.971
48.0,Self-Employed,4.0,13.0,NotMarried,Sales,Own-child,White,Male,28482.0,0.0,41.0,1.0,0.98
64.0,Private,1.0,7.0,Married,Blue-Collar,Husband,White,Male,25818.0,0.0,49.0,1.0,0.984
31.0,Private,6.0,15.0,NotMarried,White-Collar,Wife,White,Female,233.0,0.0,47.0,1.0,0.249
43.0,Private,2.0,9.0,Separated,Professional,Unmarried,White,Female,28638.0,0.0,40.0,1.0,0.977
33.0,Private,2.0,9.0,Married,Professional,Husband,White,Male,81756.0,0.0,40.0,1.0,0.998
63.0,Private,4.0,13.0,Separated,Professional,Husband,White,Male,112.0,0.0,39.0,1.0,0.148
53.0,Private,3.0,10.0,Separated,Professional,Husband,White,Male,0.0,0.0,41.0,1.0,0.08
28.0,Private,4.0,13.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,41.0,1.0,0.012
26.0,Private,2.0,9.0,Married,Sales,Husband,White,Male,16592.0,0.0,40.0,1.0,0.968
57.0,Self-Employed,1.0,4.0,Married,Blue-Collar,Husband,White,Male,13215.0,0.0,50.0,1.0,0.759
43.0,Private,3.0,10.0,NotMarried,Service,Not-in-family,White,Female,24326.0,0.0,41.0,1.0,0.968
33.0,Private,3.0,10.0,NotMarried,Sales,Not-in-family,Black,Male,83292.0,0.0,35.0,1.0,0.998
46.0,Self-Employed,3.0,10.0,Married,Blue-Collar,Husband,White,Male,62009.0,1481.0,40.0,1.0,0.996
46.0,Private,3.0,10.0,Separated,Sales,Not-in-family,White,Male,14004.0,0.0,54.0,1.0,0.938
26.0,Private,3.0,11.0,Married,Blue-Collar,Husband,White,Male,5758.0,0.0,80.0,1.0,0.735
24.0,Private,2.0,9.0,NotMarried,Service,Own-child,White,Female,98711.0,340.0,41.0,0.0,0.999
30.0,Private,4.0,13.0,NotMarried,Blue-Collar,Husband,White,Male,0.0,0.0,49.0,1.0,0.013
40.0,Private,3.0,11.0,NotMarried,Blue-Collar,Own-child,White,Male,33164.0,0.0,41.0,1.0,0.99
62.0,Private,1.0,4.0,Separated,Service,Not-in-family,White,Male,40718.0,0.0,34.0,1.0,0.986
34.0,Government,3.0,10.0,NotMarried,Admin,Not-in-family,Black,Female,27352.0,0.0,72.0,1.0,0.986
90.0,Other/Unknown,2.0,9.0,Widowed,Sales,Unmarried,White,Male,88726.0,2201.0,37.0,1.0,0.998
41.0,Private,2.0,9.0,NotMarried,Admin,Not-in-family,White,Female,98136.0,1737.0,39.0,1.0,0.999
